column_name,xpath
crs_add_other_flags,/iati-activities/iati-activity/crs-add/other-flags/text()
crs_add_loan_terms_rate_1,/iati-activities/iati-activity/crs-add/loan-terms/@rate-1
crs_add_loan_terms_rate_2,/iati-activities/iati-activity/crs-add/loan-terms/@rate-2
crs_add_loan_terms_repayment_type_code,/iati-activities/iati-activity/crs-add/loan-terms/repayment-type/@code
crs_add_loan_terms_repayment_type,/iati-activities/iati-activity/crs-add/loan-terms/repayment-type/text()
crs_add_loan_terms_repayment_plan_code,/iati-activities/iati-activity/crs-add/loan-terms/repayment-plan/@code
crs_add_loan_terms_repayment_plan,/iati-activities/iati-activity/crs-add/loan-terms/repayment-plan/text()
crs_add_loan_terms_commitment_date_iso_date,/iati-activities/iati-activity/crs-add/loan-terms/commitment-date/@iso-date
crs_add_loan_terms_commitment_date,/iati-activities/iati-activity/crs-add/loan-terms/commitment-date/text()
crs_add_loan_terms_repayment_first_date_iso_date,/iati-activities/iati-activity/crs-add/loan-terms/repayment-first-date/@iso-date
crs_add_loan_terms_repayment_first_date,/iati-activities/iati-activity/crs-add/loan-terms/repayment-first-date/text()
crs_add_loan_terms_repayment_final_date_iso_date,/iati-activities/iati-activity/crs-add/loan-terms/repayment-final-date/@iso-date
crs_add_loan_terms_repayment_final_date,/iati-activities/iati-activity/crs-add/loan-terms/repayment-final-date/text()
crs_add_loan_status_year,/iati-activities/iati-activity/crs-add/loan-status/@year
crs_add_loan_status_interest_received,/iati-activities/iati-activity/crs-add/loan-status/interest-received/text()
crs_add_loan_status_principal_outstanding,/iati-activities/iati-activity/crs-add/loan-status/principal-outstanding/text()
crs_add_loan_status_principal_arrears,/iati-activities/iati-activity/crs-add/loan-status/principal-arrears/text()
crs_add_loan_status_interest_arrears,/iati-activities/iati-activity/crs-add/loan-status/interest-arrears/text()
crs_add_channel_code,/iati-activities/iati-activity/crs-add/channel-code/text()
fss_extraction_date,/iati-activities/iati-activity/fss/@extraction-date
fss_priority,/iati-activities/iati-activity/fss/@priority
fss_phaseout_year,/iati-activities/iati-activity/fss/@phaseout-year
fss_forecast,/iati-activities/iati-activity/fss/forecast/text()
